t,yaw,pitch,roll,g_horizontal,is_blinking,left_px,left_py,right_px,right_py,trial_index,stimulus_state,stimulus_direction
1763480511.3932018,-8.230235432494448,-178.58381347148406,12.411445853226597,0.6672113289760349,1,741,479,872,508,7,center,left
1763480511.5310342,-10.034496817492968,-178.60485439795715,12.389092202862484,0.6672113289760349,1,741,481,873,509,7,center,left
1763480511.6675148,-7.766630663829736,-178.78053337122003,12.319019607624234,0.6831298557158713,0,742,481,874,509,7,center,left
1763480511.8007412,-9.751808687173476,-179.04620627722244,12.28985435603489,0.6707547169811321,0,742,481,873,510,7,center,left
1763480511.9342332,-18.942063482946292,-178.5620084116782,11.989236653020562,0.7029411764705882,1,757,489,887,515,7,center,left
1763480512.067416,-42.318089639426184,-176.35280241177898,4.8540955351519814,nan,0,nan,nan,nan,nan,7,gap,left
1763480512.1949172,-46.83841226903867,-176.7711827417539,1.8443439661188181,nan,0,nan,nan,nan,nan,7,gap,left
1763480512.323862,-47.33071084416857,179.65453028897602,5.624435351817055,nan,0,nan,nan,nan,nan,7,target,right
1763480512.458753,-47.662116572965616,179.88477418977791,4.931228123968581,nan,0,nan,nan,nan,nan,7,target,right
1763480512.590208,-48.23851815048402,-177.58256966553324,3.3863136795775186,nan,0,nan,nan,nan,nan,7,target,right
1763480512.722313,-47.245911237093964,-179.89022315112203,5.163242332391014,nan,0,nan,nan,nan,nan,7,target,right
1763480512.856204,-48.40721070150331,-179.63174057919724,5.032419366300249,nan,0,nan,nan,nan,nan,7,target,right
1763480512.9988601,-43.86055942153557,-179.39191305656936,-175.35909756367894,nan,0,nan,nan,nan,nan,7,target,right
1763480513.12643,-44.64197492063183,-178.93318714728176,5.779403684631461,nan,0,nan,nan,nan,nan,7,target,right
1763480513.2644072,-25.90905446505532,-176.95475450726042,8.644615793803844,0.5876010781671159,1,769,499,898,516,7,target,right
1763480513.389198,-16.373406312383064,-179.0481270227425,10.718912199789616,0.6310331825037707,1,747,489,880,513,7,target,right
1763480513.522688,-14.648154736334437,-178.7245960850112,10.995244486586246,0.6250462449130596,1,744,487,877,511,7,target,right
1763480513.65601,-14.934292495362254,-178.1431322414502,10.998985107651029,0.625,1,745,486,877,511,7,target,right
1763480513.791253,-16.9427637387021,-179.02432373914885,11.075151769537745,0.625,0,746,486,879,511,7,target,right
1763480513.9271839,-18.927354634692794,-177.08215441700327,11.035523853623154,0.6310331825037707,0,747,486,880,511,8,center,right
1763480514.063618,-18.65259842062465,-178.2115079657063,11.054970769526228,0.6312217194570136,0,748,487,879,511,8,center,right
1763480514.194381,-16.500083145310043,-178.54290832081014,10.842246155561542,0.6408371040723981,1,748,486,880,511,8,center,right
1763480514.323879,-15.982993812572367,-178.83428226868278,10.820433852812023,0.6346153846153846,1,748,486,879,510,8,center,right
1763480514.455863,-17.495896261689186,-179.1847827914762,10.574917818967812,0.6442307692307692,1,748,486,879,510,8,center,right
1763480514.5892658,-17.24068798107403,-178.58756980880565,10.511580224667117,0.6442307692307692,1,747,485,879,509,8,center,right
1763480514.723551,-17.1966053624336,-179.0166456374035,10.74782964585671,0.6408371040723981,0,747,485,879,508,8,center,right
1763480514.858946,-17.326738331098774,-179.0298895831864,10.41602434282287,0.6470588235294118,0,747,485,879,508,8,center,right
1763480514.996588,-16.88521934369892,-178.7511136102098,10.567162774860716,0.6312217194570136,1,748,486,879,509,8,gap,right
1763480515.125519,-17.059980970798765,-179.35639546668494,10.697653611627695,0.6214177978883861,1,747,486,878,510,8,gap,right
1763480515.273674,-16.88841614346335,-178.85590168753018,10.461128874773925,0.6153846153846154,1,746,487,878,510,8,target,right
1763480515.396462,-17.335873236193816,-179.14042474656168,10.66606531908175,0.6442307692307692,0,747,488,879,511,8,target,right
1763480515.530841,-17.98971250096177,-178.56020204448896,10.265412456692912,0.6406485671191553,1,748,489,879,512,8,target,right
1763480515.6710742,-17.384255588792247,-179.10056575819667,10.596513582017229,0.6153846153846154,1,748,489,879,512,8,target,right
1763480515.802711,-18.0305098822763,-179.22756666383842,10.668140640412902,0.6212292609351433,0,748,489,880,513,8,target,right
1763480515.93621,-17.629704157841264,-179.01835880219892,10.39551975882701,0.6153846153846154,1,749,490,880,514,8,target,right
1763480516.070914,-18.903516901401304,-178.7299865079658,10.734054274197506,0.5961538461538461,0,749,490,880,513,8,target,right
1763480516.2036228,-18.613397330130674,-179.3913053952702,10.825303588191346,0.6118024132730016,0,749,490,880,513,8,target,right
1763480516.337224,-18.13718876389367,-179.3663287077039,10.695706540744773,0.6116138763197587,0,749,490,881,513,8,target,right
1763480516.4585679,-19.796938543106407,-178.9882764885512,10.795792350821694,0.5961538461538461,0,749,490,881,514,8,target,right
1763480516.603474,-19.372582524618853,-179.48465303772014,10.877918994731655,0.5961538461538461,0,749,491,881,514,8,target,right
1763480516.735144,-18.67593544431522,-178.82364229624426,10.786110288265888,0.6078431372549019,0,750,491,882,514,8,target,right
1763480516.866103,-18.621608006727953,-178.75133380202897,10.98380972531105,0.601998491704374,0,751,491,882,514,9,center,right
1763480517.008266,-19.136481455298128,-179.0397026415852,10.703493928220897,0.6058083610802811,0,751,492,883,515,9,center,right
1763480517.129571,-19.590242647643155,-179.61713045747655,10.67657736955622,0.6037735849056604,0,751,491,883,514,9,center,right
1763480517.2580779,-19.21413669025138,-179.68948900920176,10.996840681487003,0.6153846153846154,0,752,491,884,514,9,center,right
1763480517.391216,-21.07451023810603,-179.39728297641255,10.759530946274868,0.6259608665269043,0,756,492,887,515,9,center,right
1763480517.5250611,-20.272530375286287,179.64112744203226,10.78607856581673,0.6380624092888243,0,758,493,889,516,9,center,right
1763480517.6582432,-21.195171624116753,-179.71581751563514,10.686054734906003,0.6187363834422658,0,758,493,888,517,9,center,right
1763480517.796932,-21.573566864172903,-179.6763013085752,10.759683747381816,0.6190130624092889,0,758,493,888,516,9,center,right
1763480517.931815,-22.97884800550338,-179.29937098988054,10.578507119331478,0.6344802071772104,0,758,494,888,517,9,gap,right
1763480518.060809,-22.251030162566366,-179.45017571985358,10.80999836364921,0.6191944847605224,0,757,494,888,517,9,gap,right
1763480518.207428,-22.241462965212474,-179.06385302348428,10.505721854079027,0.6285403050108933,0,756,493,887,516,9,target,right
1763480518.333075,-22.591991074698125,-178.8081966339252,10.876249040327702,0.6225071225071226,0,757,493,888,516,9,target,right
1763480518.465439,-22.412616457467724,-179.20436677729046,11.111324203547651,0.6214177978883861,0,759,493,890,517,9,target,right
1763480518.60439,-22.879956330509692,-178.9932635364505,11.309274807052669,0.5999637155297532,0,762,497,893,522,9,target,right
1763480518.734806,-22.985730491607768,-179.1745030583012,11.772075876736196,0.5884615384615384,0,762,498,892,522,9,target,right
1763480518.874588,-23.402342304023684,-179.1594913183103,11.921056254259486,0.5884615384615384,0,762,499,892,524,9,target,right
1763480518.998771,-22.86523784944702,-179.1893466755442,11.342609221374127,0.6036324786324787,0,762,499,893,523,9,target,right
1763480519.139765,-21.17555409125143,-179.24168305323627,11.345886828216926,0.5921945701357466,0,762,499,893,523,9,target,right
1763480519.268595,-23.07741580232071,-178.9225360365416,11.426976101012327,0.5921945701357466,0,762,499,893,523,9,target,right
1763480519.404263,-23.646736442291367,-178.7595868602231,12.048392738412453,0.5729638009049773,0,763,498,893,522,9,target,right
1763480519.539078,-23.128450257872828,-179.71707586165456,11.472468611434673,0.5884615384615384,0,763,498,893,521,9,target,right
1763480519.667506,-22.24696568734264,-179.87253359945288,11.284995832392518,0.5923831070889893,0,762,496,893,520,9,target,right
1763480519.809495,-21.419855388808493,179.5029897945804,11.268325862459946,0.6118867924528302,0,763,497,894,520,10,center,right
1763480519.930112,-21.81920500497322,-179.7291648269206,11.43083770311808,0.6276923076923078,0,763,497,894,520,10,center,right
1763480520.071841,-21.988881693525713,-179.85852077458074,11.044080560227778,0.616701607267645,0,763,497,893,521,10,center,right
1763480520.2022731,-22.885086008943365,-179.24235225114472,11.594153806325199,0.594313725490196,0,762,498,893,522,10,center,right
1763480520.338729,-20.258287765827042,179.7700128828104,11.286995380322406,0.6176470588235294,0,763,499,893,522,10,center,right
1763480520.468139,-21.12119381572417,-179.44056087697226,11.133737528017962,0.6074423480083857,0,761,501,893,524,10,center,right
1763480520.603971,-23.98523528358431,-178.5655816295974,11.73146526981628,0.614403453689168,0,762,502,893,525,10,center,right
1763480520.7394528,-25.697986517307022,-177.98392123033076,11.066463496222939,0.5941043083900227,0,761,503,892,525,10,center,right
1763480520.8701692,-24.038351712280832,-179.3565623947804,11.889092408781307,0.5735849056603773,0,761,504,891,527,10,gap,right
1763480521.0055418,-25.30917566321093,-178.81360320884434,11.745808121545487,0.5792307692307692,0,760,504,891,527,10,gap,right
1763480521.139497,-23.975140412219258,-179.0131496189604,11.310620086677774,0.6071678321678322,0,764,508,894,532,10,target,right
1763480521.272819,-30.912790135419666,-176.4473920408945,12.235511787603121,0.5759283819628647,0,769,508,901,532,10,target,right
1763480521.4071271,-24.487723145586013,-177.96434887328255,10.843436160631178,0.6036324786324787,0,765,509,895,532,10,target,right
1763480521.5360708,-26.495839477496634,-177.9988553485421,11.086559732283233,0.5727272727272728,0,766,509,895,532,10,target,right
1763480521.6700642,-30.454813792106666,-177.43487894630906,11.562178154880666,0.5737786640079761,0,766,506,894,530,10,target,right
